Sample ID,Treatment,Treatment Details,Barcode,antibody,replicate,Flag,Normalized
BJ_11,HCl,HCl rep 2,21413,PN594,0,0,1043
BJ_11,HCl,HCl rep 2,21413,PN594,1,0,1372
BJ_11,HCl,HCl rep 2,21413,PN595,0,0,1193
BJ_11,HCl,HCl rep 2,21413,PN595,1,0,1380
BJ_11,HCl,HCl rep 2,21413,PN596,0,0,7843
BJ_11,HCl,HCl rep 2,21413,PN596,1,0,9977
BJ_11,HCl,HCl rep 2,21413,PN597,0,0,22136
BJ_11,HCl,HCl rep 2,21413,PN597,1,0,24204
BJ_11,HCl,HCl rep 2,21413,PN599,0,0,1298
BJ_11,HCl,HCl rep 2,21413,PN599,1,0,1058
BJ_11,HCl,HCl rep 2,21413,PN600,0,0,23374
BJ_11,HCl,HCl rep 2,21413,PN600,1,0,24375
BJ_11,HCl,HCl rep 2,21413,PN601,0,0,1338
BJ_11,HCl,HCl rep 2,21413,PN601,1,0,1334
BJ_11,HCl,HCl rep 2,21413,PN602,0,0,3838
BJ_11,HCl,HCl rep 2,21413,PN602,1,0,4277
BJ_11,HCl,HCl rep 2,21413,PN603,0,0,11038
BJ_11,HCl,HCl rep 2,21413,PN603,1,0,11965
BJ_11,HCl,HCl rep 2,21413,PN604,0,0,8988
BJ_11,HCl,HCl rep 2,21413,PN604,1,0,10338
BJ_11,HCl,HCl rep 2,21413,PN605,0,0,10433
BJ_11,HCl,HCl rep 2,21413,PN605,1,0,11386
BJ_11,HCl,HCl rep 2,21413,PN606,0,0,19997
BJ_11,HCl,HCl rep 2,21413,PN606,1,0,23902
BJ_11,HCl,HCl rep 2,21413,PN607,0,0,49383
BJ_11,HCl,HCl rep 2,21413,PN607,1,0,66688
BJ_11,HCl,HCl rep 2,21413,PN608,0,0,18878
BJ_11,HCl,HCl rep 2,21413,PN608,1,0,16159
BJ_11,HCl,HCl rep 2,21413,PN609,0,0,2716
BJ_11,HCl,HCl rep 2,21413,PN609,1,0,2298
BJ_11,HCl,HCl rep 2,21413,PN610,0,0,22089
BJ_11,HCl,HCl rep 2,21413,PN610,1,1,31897
BJ_11,HCl,HCl rep 2,21413,PN611,0,0,1992
BJ_11,HCl,HCl rep 2,21413,PN611,1,0,1477
BJ_11,HCl,HCl rep 2,21413,PN612,0,0,77
BJ_11,HCl,HCl rep 2,21413,PN612,1,0,26
BJ_11,HCl,HCl rep 2,21413,PN613,0,0,1556
BJ_11,HCl,HCl rep 2,21413,PN613,1,0,1281
BJ_11,HCl,HCl rep 2,21413,PN614,0,0,18
BJ_11,HCl,HCl rep 2,21413,PN614,1,0,24
BJ_11,HCl,HCl rep 2,21413,PN615,0,0,1675
BJ_11,HCl,HCl rep 2,21413,PN615,1,0,2293
BJ_11,HCl,HCl rep 2,21413,PN616,0,0,20351
BJ_11,HCl,HCl rep 2,21413,PN616,1,0,21806
BJ_11,HCl,HCl rep 2,21413,PN617,0,0,59390
BJ_11,HCl,HCl rep 2,21413,PN617,1,0,65779
BJ_11,HCl,HCl rep 2,21413,PN618,0,0,2085
BJ_11,HCl,HCl rep 2,21413,PN618,1,0,2375
BJ_11,HCl,HCl rep 2,21413,PN620,0,1,9515
BJ_11,HCl,HCl rep 2,21413,PN620,1,1,5545
BJ_11,HCl,HCl rep 2,21413,PN622,0,0,7662
BJ_11,HCl,HCl rep 2,21413,PN622,1,0,10412
BJ_11,HCl,HCl rep 2,21413,PN623,0,0,8596
BJ_11,HCl,HCl rep 2,21413,PN623,1,0,10802
BJ_11,HCl,HCl rep 2,21413,PN624,0,0,2160
BJ_11,HCl,HCl rep 2,21413,PN624,1,0,1628
BJ_11,HCl,HCl rep 2,21413,PN625,0,0,1939
BJ_11,HCl,HCl rep 2,21413,PN625,1,0,2516
BJ_11,HCl,HCl rep 2,21413,PN626,0,0,8209
BJ_11,HCl,HCl rep 2,21413,PN626,1,0,9879
BJ_11,HCl,HCl rep 2,21413,PN627,0,0,8999
BJ_11,HCl,HCl rep 2,21413,PN627,1,0,11050
BJ_11,HCl,HCl rep 2,21413,PN628,0,0,6339
BJ_11,HCl,HCl rep 2,21413,PN628,1,0,8552
BJ_11,HCl,HCl rep 2,21413,PN629,0,0,21305
BJ_11,HCl,HCl rep 2,21413,PN629,1,0,23674
BJ_11,HCl,HCl rep 2,21413,PN630,0,0,1905
BJ_11,HCl,HCl rep 2,21413,PN630,1,0,2106
BJ_11,HCl,HCl rep 2,21413,PN631,0,0,35961
BJ_11,HCl,HCl rep 2,21413,PN631,1,0,41514
BJ_11,HCl,HCl rep 2,21413,PN632,0,0,4761
BJ_11,HCl,HCl rep 2,21413,PN632,1,0,4833
BJ_11,HCl,HCl rep 2,21413,PN633,0,0,4616
BJ_11,HCl,HCl rep 2,21413,PN633,1,0,3017
BJ_11,HCl,HCl rep 2,21413,PN634,0,0,15182
BJ_11,HCl,HCl rep 2,21413,PN634,1,0,17729
BJ_11,HCl,HCl rep 2,21413,PN635,0,0,2849
BJ_11,HCl,HCl rep 2,21413,PN635,1,0,2935
BJ_11,HCl,HCl rep 2,21413,PN636,0,0,14447
BJ_11,HCl,HCl rep 2,21413,PN636,1,0,16911
BJ_11,HCl,HCl rep 2,21413,PN637,0,0,57894
BJ_11,HCl,HCl rep 2,21413,PN637,1,0,68489
BJ_11,HCl,HCl rep 2,21413,PN638,0,0,22246
BJ_11,HCl,HCl rep 2,21413,PN638,1,0,29728
BJ_11,HCl,HCl rep 2,21413,PN640,0,0,11898
BJ_11,HCl,HCl rep 2,21413,PN640,1,0,20402
BJ_11,HCl,HCl rep 2,21413,PN641,0,0,24475
BJ_11,HCl,HCl rep 2,21413,PN641,1,0,24920
BJ_11,HCl,HCl rep 2,21413,PN643,0,0,13928
BJ_11,HCl,HCl rep 2,21413,PN643,1,0,18889
BJ_11,HCl,HCl rep 2,21413,PN644,0,0,3179
BJ_11,HCl,HCl rep 2,21413,PN644,1,0,2248
BJ_11,HCl,HCl rep 2,21413,PN646,0,0,9390
BJ_11,HCl,HCl rep 2,21413,PN646,1,0,10345
BJ_11,HCl,HCl rep 2,21413,PN647,0,0,2036
BJ_11,HCl,HCl rep 2,21413,PN647,1,0,2066
BJ_11,HCl,HCl rep 2,21413,PN648,0,0,6811
BJ_11,HCl,HCl rep 2,21413,PN648,1,0,7931
BJ_11,HCl,HCl rep 2,21413,PN649,0,0,13362
BJ_11,HCl,HCl rep 2,21413,PN649,1,0,18876
BJ_11,HCl,HCl rep 2,21413,PN650,0,0,7974
BJ_11,HCl,HCl rep 2,21413,PN650,1,0,11609
BJ_11,HCl,HCl rep 2,21413,PN651,0,0,4888
BJ_11,HCl,HCl rep 2,21413,PN651,1,0,5905
BJ_11,HCl,HCl rep 2,21413,PN652,0,0,16886
BJ_11,HCl,HCl rep 2,21413,PN652,1,0,22503
BJ_11,HCl,HCl rep 2,21413,PN653,0,0,523
BJ_11,HCl,HCl rep 2,21413,PN653,1,0,781
BJ_11,HCl,HCl rep 2,21413,PN654,0,0,2285
BJ_11,HCl,HCl rep 2,21413,PN654,1,0,2283
BJ_11,HCl,HCl rep 2,21413,PN655,0,0,28645
BJ_11,HCl,HCl rep 2,21413,PN655,1,0,37974
BJ_11,HCl,HCl rep 2,21413,PN658,0,0,4712
BJ_11,HCl,HCl rep 2,21413,PN658,1,0,4884
BJ_11,HCl,HCl rep 2,21413,PN661,0,0,567
BJ_11,HCl,HCl rep 2,21413,PN661,1,0,671
BJ_11,HCl,HCl rep 2,21413,PN662,0,0,3968
BJ_11,HCl,HCl rep 2,21413,PN662,1,0,4459
BJ_11,HCl,HCl rep 2,21413,PN663,0,0,10782
BJ_11,HCl,HCl rep 2,21413,PN663,1,0,11501
BJ_11,HCl,HCl rep 2,21413,PN664,0,0,19485
BJ_11,HCl,HCl rep 2,21413,PN664,1,0,21190
BJ_11,HCl,HCl rep 2,21413,PN666,0,0,14606
BJ_11,HCl,HCl rep 2,21413,PN666,1,0,18563
BJ_11,HCl,HCl rep 2,21413,PN667,0,0,50883
BJ_11,HCl,HCl rep 2,21413,PN667,1,0,52041
BJ_11,HCl,HCl rep 2,21413,PN668,0,1,269
BJ_11,HCl,HCl rep 2,21413,PN668,1,0,232
BJ_11,HCl,HCl rep 2,21413,PN669,0,0,12535
BJ_11,HCl,HCl rep 2,21413,PN669,1,0,15533
BJ_11,HCl,HCl rep 2,21413,PN670,0,0,2647
BJ_11,HCl,HCl rep 2,21413,PN670,1,0,2326
BJ_11,HCl,HCl rep 2,21413,PN671,0,0,2261
BJ_11,HCl,HCl rep 2,21413,PN671,1,0,2850
BJ_11,HCl,HCl rep 2,21413,PN672,0,0,48114
BJ_11,HCl,HCl rep 2,21413,PN672,1,0,56356
BJ_11,HCl,HCl rep 2,21413,PN673,0,0,4101
BJ_11,HCl,HCl rep 2,21413,PN673,1,0,5303
BJ_11,HCl,HCl rep 2,21413,PN674,0,0,2177
BJ_11,HCl,HCl rep 2,21413,PN674,1,0,2791
BJ_11,HCl,HCl rep 2,21413,PN675,0,0,3727
BJ_11,HCl,HCl rep 2,21413,PN675,1,0,4221
BJ_11,HCl,HCl rep 2,21413,PN676,0,0,2072
BJ_11,HCl,HCl rep 2,21413,PN676,1,0,2685
BJ_11,HCl,HCl rep 2,21413,PN677,0,1,8602
BJ_11,HCl,HCl rep 2,21413,PN677,1,1,10252
BJ_11,HCl,HCl rep 2,21413,PN678,0,0,3455
BJ_11,HCl,HCl rep 2,21413,PN678,1,0,4048
BJ_11,HCl,HCl rep 2,21413,PN679,0,0,1186
BJ_11,HCl,HCl rep 2,21413,PN679,1,0,1229
BJ_11,HCl,HCl rep 2,21413,PN680,0,0,8496
BJ_11,HCl,HCl rep 2,21413,PN680,1,0,10734
BJ_11,HCl,HCl rep 2,21413,PN681,0,0,8859
BJ_11,HCl,HCl rep 2,21413,PN681,1,0,5363
BJ_11,HCl,HCl rep 2,21413,PN682,0,0,2443
BJ_11,HCl,HCl rep 2,21413,PN682,1,0,3070
BJ_11,HCl,HCl rep 2,21413,PN683,0,0,3798
BJ_11,HCl,HCl rep 2,21413,PN683,1,0,4125
BJ_11,HCl,HCl rep 2,21413,PN684,0,0,6977
BJ_11,HCl,HCl rep 2,21413,PN684,1,0,13018
BJ_11,HCl,HCl rep 2,21413,PN685,0,0,21176
BJ_11,HCl,HCl rep 2,21413,PN685,1,0,27107
BJ_11,HCl,HCl rep 2,21413,PN686,0,0,12362
BJ_11,HCl,HCl rep 2,21413,PN686,1,0,8999
BJ_11,HCl,HCl rep 2,21413,PN687,0,0,1731
BJ_11,HCl,HCl rep 2,21413,PN687,1,0,2051
BJ_11,HCl,HCl rep 2,21413,PN688,0,0,12376
BJ_11,HCl,HCl rep 2,21413,PN688,1,0,10505
BJ_11,HCl,HCl rep 2,21413,PN689,0,0,570
BJ_11,HCl,HCl rep 2,21413,PN689,1,0,588
BJ_11,HCl,HCl rep 2,21413,PN690,0,0,31296
BJ_11,HCl,HCl rep 2,21413,PN690,1,0,34951
BJ_11,HCl,HCl rep 2,21413,PN691,0,0,761
BJ_11,HCl,HCl rep 2,21413,PN691,1,0,861
BJ_11,HCl,HCl rep 2,21413,PN693,0,0,700
BJ_11,HCl,HCl rep 2,21413,PN693,1,0,673
BJ_11,HCl,HCl rep 2,21413,PN694,0,0,2722
BJ_11,HCl,HCl rep 2,21413,PN694,1,0,2753
BJ_11,HCl,HCl rep 2,21413,PN695,0,0,641
BJ_11,HCl,HCl rep 2,21413,PN695,1,0,365
BJ_11,HCl,HCl rep 2,21413,PN696,0,0,6411
BJ_11,HCl,HCl rep 2,21413,PN696,1,0,9598
BJ_11,HCl,HCl rep 2,21413,PN697,0,0,8995
BJ_11,HCl,HCl rep 2,21413,PN697,1,0,9555
BJ_11,HCl,HCl rep 2,21413,PN698,0,0,7758
BJ_11,HCl,HCl rep 2,21413,PN698,1,0,6106
BJ_11,HCl,HCl rep 2,21413,PN699,0,0,3608
BJ_11,HCl,HCl rep 2,21413,PN699,1,0,3265
BJ_11,HCl,HCl rep 2,21413,PN700,0,0,2189
BJ_11,HCl,HCl rep 2,21413,PN700,1,0,1833
BJ_11,HCl,HCl rep 2,21413,PN701,0,0,3682
BJ_11,HCl,HCl rep 2,21413,PN701,1,0,3041
BJ_11,HCl,HCl rep 2,21413,PN702,0,0,1267
BJ_11,HCl,HCl rep 2,21413,PN702,1,0,1458
BJ_11,HCl,HCl rep 2,21413,PN703,0,0,3719
BJ_11,HCl,HCl rep 2,21413,PN703,1,0,3336
BJ_11,HCl,HCl rep 2,21413,PN704,0,0,218
BJ_11,HCl,HCl rep 2,21413,PN704,1,0,235
BJ_11,HCl,HCl rep 2,21413,PN705,0,0,23356
BJ_11,HCl,HCl rep 2,21413,PN705,1,0,24786
BJ_11,HCl,HCl rep 2,21413,PN706,0,0,25529
BJ_11,HCl,HCl rep 2,21413,PN706,1,0,27938
BJ_11,HCl,HCl rep 2,21413,PN707,0,0,1039
BJ_11,HCl,HCl rep 2,21413,PN707,1,0,1213
BJ_11,HCl,HCl rep 2,21413,PN708,0,0,3277
BJ_11,HCl,HCl rep 2,21413,PN708,1,0,2640
BJ_11,HCl,HCl rep 2,21413,PN709,0,0,7918
BJ_11,HCl,HCl rep 2,21413,PN709,1,0,10435
BJ_11,HCl,HCl rep 2,21413,PN710,0,0,1595
BJ_11,HCl,HCl rep 2,21413,PN710,1,0,1311
BJ_11,HCl,HCl rep 2,21413,PN711,0,0,2827
BJ_11,HCl,HCl rep 2,21413,PN711,1,0,2586
BJ_11,HCl,HCl rep 2,21413,PN712,0,0,8200
BJ_11,HCl,HCl rep 2,21413,PN712,1,0,9767
BJ_11,HCl,HCl rep 2,21413,PN713,0,0,3038
BJ_11,HCl,HCl rep 2,21413,PN713,1,0,2692
BJ_11,HCl,HCl rep 2,21413,PN714,0,0,341
BJ_11,HCl,HCl rep 2,21413,PN714,1,0,378
BJ_11,HCl,HCl rep 2,21413,PN715,0,1,1892
BJ_11,HCl,HCl rep 2,21413,PN715,1,1,2357
BJ_11,HCl,HCl rep 2,21413,PN716,0,0,3162
BJ_11,HCl,HCl rep 2,21413,PN716,1,0,3656
BJ_11,HCl,HCl rep 2,21413,PN717,0,0,960
BJ_11,HCl,HCl rep 2,21413,PN717,1,1,1028
BJ_11,HCl,HCl rep 2,21413,PN718,0,0,1328
BJ_11,HCl,HCl rep 2,21413,PN718,1,0,1070
BJ_11,HCl,HCl rep 2,21413,PN719,0,0,1042
BJ_11,HCl,HCl rep 2,21413,PN719,1,0,886
BJ_11,HCl,HCl rep 2,21413,PN720,0,0,1345
BJ_11,HCl,HCl rep 2,21413,PN720,1,0,890
BJ_11,HCl,HCl rep 2,21413,PN721,0,0,2848
BJ_11,HCl,HCl rep 2,21413,PN721,1,0,2881
BJ_11,HCl,HCl rep 2,21413,PN722,0,0,1944
BJ_11,HCl,HCl rep 2,21413,PN722,1,0,2124
BJ_11,HCl,HCl rep 2,21413,PN723,0,0,3755
BJ_11,HCl,HCl rep 2,21413,PN723,1,0,4005
BJ_11,HCl,HCl rep 2,21413,PN724,0,0,1813
BJ_11,HCl,HCl rep 2,21413,PN724,1,0,1989
BJ_11,HCl,HCl rep 2,21413,PN725,0,0,1094
BJ_11,HCl,HCl rep 2,21413,PN725,1,0,1198
BJ_11,HCl,HCl rep 2,21413,PN726,0,0,4991
BJ_11,HCl,HCl rep 2,21413,PN726,1,0,6617
BJ_11,HCl,HCl rep 2,21413,PN727,0,0,6785
BJ_11,HCl,HCl rep 2,21413,PN727,1,0,6913
BJ_11,HCl,HCl rep 2,21413,PN728,0,0,7171
BJ_11,HCl,HCl rep 2,21413,PN728,1,0,8804
BJ_11,HCl,HCl rep 2,21413,PN729,0,0,1351
BJ_11,HCl,HCl rep 2,21413,PN729,1,0,1119
BJ_11,HCl,HCl rep 2,21413,PN730,0,0,2813
BJ_11,HCl,HCl rep 2,21413,PN730,1,0,3159
BJ_11,HCl,HCl rep 2,21413,PN731,0,0,1682
BJ_11,HCl,HCl rep 2,21413,PN731,1,0,1418
BJ_11,HCl,HCl rep 2,21413,PN732,0,0,5473
BJ_11,HCl,HCl rep 2,21413,PN732,1,0,5904
BJ_11,HCl,HCl rep 2,21413,PN733,0,0,365
BJ_11,HCl,HCl rep 2,21413,PN733,1,0,340
BJ_11,HCl,HCl rep 2,21413,PN734,0,0,3887
BJ_11,HCl,HCl rep 2,21413,PN734,1,0,3920
BJ_11,HCl,HCl rep 2,21413,PN735,0,0,2119
BJ_11,HCl,HCl rep 2,21413,PN735,1,0,2975
BJ_11,HCl,HCl rep 2,21413,PN736,0,0,2908
BJ_11,HCl,HCl rep 2,21413,PN736,1,1,3246
BJ_11,HCl,HCl rep 2,21413,PN737,0,0,1066
BJ_11,HCl,HCl rep 2,21413,PN737,1,0,655
BJ_11,HCl,HCl rep 2,21413,PN738,0,0,53465
BJ_11,HCl,HCl rep 2,21413,PN738,1,0,59894
BJ_11,HCl,HCl rep 2,21413,PN739,0,0,3433
BJ_11,HCl,HCl rep 2,21413,PN739,1,0,4448
BJ_11,HCl,HCl rep 2,21413,PN740,0,1,131
BJ_11,HCl,HCl rep 2,21413,PN740,1,1,117
BJ_11,HCl,HCl rep 2,21413,PN741,0,0,2390
BJ_11,HCl,HCl rep 2,21413,PN741,1,0,1814
BJ_11,HCl,HCl rep 2,21413,PN742,0,0,6458
BJ_11,HCl,HCl rep 2,21413,PN742,1,0,7273
BJ_11,HCl,HCl rep 2,21413,PN743,0,0,3728
BJ_11,HCl,HCl rep 2,21413,PN743,1,0,3408
BJ_11,HCl,HCl rep 2,21413,PN744,0,0,2789
BJ_11,HCl,HCl rep 2,21413,PN744,1,1,2657
BJ_11,HCl,HCl rep 2,21413,PN745,0,0,3381
BJ_11,HCl,HCl rep 2,21413,PN745,1,0,4197
BJ_11,HCl,HCl rep 2,21413,PN746,0,0,3428
BJ_11,HCl,HCl rep 2,21413,PN746,1,1,2623
BJ_11,HCl,HCl rep 2,21413,PN747,0,0,2459
BJ_11,HCl,HCl rep 2,21413,PN747,1,0,2462
BJ_11,HCl,HCl rep 2,21413,PN748,0,0,1208
BJ_11,HCl,HCl rep 2,21413,PN748,1,0,1035
BJ_11,HCl,HCl rep 2,21413,PN749,0,0,1300
BJ_11,HCl,HCl rep 2,21413,PN749,1,0,1079
BJ_11,HCl,HCl rep 2,21413,PN750,0,0,3470
BJ_11,HCl,HCl rep 2,21413,PN750,1,0,4558
BJ_11,HCl,HCl rep 2,21413,PN751,0,0,1826
BJ_11,HCl,HCl rep 2,21413,PN751,1,0,2425
BJ_11,HCl,HCl rep 2,21413,PN752,0,0,2132
BJ_11,HCl,HCl rep 2,21413,PN752,1,0,1923
BJ_11,HCl,HCl rep 2,21413,PN753,0,0,8207
BJ_11,HCl,HCl rep 2,21413,PN753,1,0,8411
BJ_11,HCl,HCl rep 2,21413,PN754,0,0,9028
BJ_11,HCl,HCl rep 2,21413,PN754,1,0,16019
BJ_11,HCl,HCl rep 2,21413,PN755,0,0,3673
BJ_11,HCl,HCl rep 2,21413,PN755,1,0,4672
BJ_11,HCl,HCl rep 2,21413,PN756,0,0,921
BJ_11,HCl,HCl rep 2,21413,PN756,1,0,717
BJ_11,HCl,HCl rep 2,21413,PN757,0,0,4594
BJ_11,HCl,HCl rep 2,21413,PN757,1,0,3955
BJ_11,HCl,HCl rep 2,21413,PN758,0,0,6151
BJ_11,HCl,HCl rep 2,21413,PN758,1,0,8146
BJ_11,HCl,HCl rep 2,21413,PN759,0,0,7780
BJ_11,HCl,HCl rep 2,21413,PN759,1,0,8793
BJ_11,HCl,HCl rep 2,21413,PN760,0,0,4577
BJ_11,HCl,HCl rep 2,21413,PN760,1,0,3564
BJ_11,HCl,HCl rep 2,21413,PN761,0,0,5031
BJ_11,HCl,HCl rep 2,21413,PN761,1,0,6857
BJ_11,HCl,HCl rep 2,21413,PN762,0,0,2022
BJ_11,HCl,HCl rep 2,21413,PN762,1,0,1792
BJ_11,HCl,HCl rep 2,21413,PN763,0,0,1605
BJ_11,HCl,HCl rep 2,21413,PN763,1,0,1873
BJ_11,HCl,HCl rep 2,21413,PN764,0,0,155
BJ_11,HCl,HCl rep 2,21413,PN764,1,0,252
BJ_11,HCl,HCl rep 2,21413,PN766,0,0,49260
BJ_11,HCl,HCl rep 2,21413,PN766,1,0,54047
BJ_11,HCl,HCl rep 2,21413,PN767,0,0,1502
BJ_11,HCl,HCl rep 2,21413,PN767,1,0,1634
BJ_11,HCl,HCl rep 2,21413,PN768,0,0,51752
BJ_11,HCl,HCl rep 2,21413,PN768,1,0,56596
BJ_11,HCl,HCl rep 2,21413,PN769,0,0,2175
BJ_11,HCl,HCl rep 2,21413,PN769,1,0,2516
BJ_11,HCl,HCl rep 2,21413,PN770,0,0,3514
BJ_11,HCl,HCl rep 2,21413,PN770,1,0,3579
BJ_11,HCl,HCl rep 2,21413,PN771,0,1,25
BJ_11,HCl,HCl rep 2,21413,PN771,1,0,27
BJ_11,HCl,HCl rep 2,21413,PN772,0,0,2493
BJ_11,HCl,HCl rep 2,21413,PN772,1,0,2496
BJ_11,HCl,HCl rep 2,21413,PN773,0,0,1088
BJ_11,HCl,HCl rep 2,21413,PN773,1,0,1074
BJ_11,HCl,HCl rep 2,21413,PN774,0,0,1343
BJ_11,HCl,HCl rep 2,21413,PN774,1,0,1737
BJ_11,HCl,HCl rep 2,21413,PN775,0,0,3768
BJ_11,HCl,HCl rep 2,21413,PN775,1,0,3023
BJ_11,HCl,HCl rep 2,21413,PN776,0,0,5567
BJ_11,HCl,HCl rep 2,21413,PN776,1,0,7104
BJ_11,HCl,HCl rep 2,21413,PN777,0,0,6842
BJ_11,HCl,HCl rep 2,21413,PN777,1,0,5418
BJ_11,HCl,HCl rep 2,21413,PN778,0,0,7314
BJ_11,HCl,HCl rep 2,21413,PN778,1,0,8712
BJ_11,HCl,HCl rep 2,21413,PN779,0,0,5745
BJ_11,HCl,HCl rep 2,21413,PN779,1,0,6881
BJ_11,HCl,HCl rep 2,21413,PN780,0,0,2672
BJ_11,HCl,HCl rep 2,21413,PN780,1,0,3994
BJ_11,HCl,HCl rep 2,21413,PN781,0,0,3517
BJ_11,HCl,HCl rep 2,21413,PN781,1,0,7043
BJ_11,HCl,HCl rep 2,21413,PN782,0,0,14194
BJ_11,HCl,HCl rep 2,21413,PN782,1,0,14133
BJ_11,HCl,HCl rep 2,21413,PN783,0,0,2077
BJ_11,HCl,HCl rep 2,21413,PN783,1,0,2647
BJ_11,HCl,HCl rep 2,21413,PN784,0,0,8866
BJ_11,HCl,HCl rep 2,21413,PN784,1,1,5177
BJ_11,HCl,HCl rep 2,21413,PN785,0,0,1287
BJ_11,HCl,HCl rep 2,21413,PN785,1,0,1979
BJ_11,HCl,HCl rep 2,21413,PN787,0,0,7167
BJ_11,HCl,HCl rep 2,21413,PN787,1,0,7584
BJ_11,HCl,HCl rep 2,21413,PN788,0,0,7796
BJ_11,HCl,HCl rep 2,21413,PN788,1,0,10511
BJ_11,HCl,HCl rep 2,21413,PN789,0,0,4704
BJ_11,HCl,HCl rep 2,21413,PN789,1,0,5530
BJ_11,HCl,HCl rep 2,21413,PN790,0,0,11471
BJ_11,HCl,HCl rep 2,21413,PN790,1,0,13721
BJ_11,HCl,HCl rep 2,21413,PN792,0,0,7040
BJ_11,HCl,HCl rep 2,21413,PN792,1,0,8078
BJ_11,HCl,HCl rep 2,21413,PN793,0,0,738
BJ_11,HCl,HCl rep 2,21413,PN793,1,0,950
BJ_11,HCl,HCl rep 2,21413,PN794,0,0,4232
BJ_11,HCl,HCl rep 2,21413,PN794,1,0,5789
BJ_11,HCl,HCl rep 2,21413,PN795,0,0,2932
BJ_11,HCl,HCl rep 2,21413,PN795,1,0,3468
BJ_11,HCl,HCl rep 2,21413,PN796,0,0,4646
BJ_11,HCl,HCl rep 2,21413,PN796,1,0,4698
BJ_11,HCl,HCl rep 2,21413,PN797,0,0,1638
BJ_11,HCl,HCl rep 2,21413,PN797,1,0,1976
BJ_11,HCl,HCl rep 2,21413,PN798,0,0,16956
BJ_11,HCl,HCl rep 2,21413,PN798,1,0,19931
BJ_11,HCl,HCl rep 2,21413,PN799,0,0,3071
BJ_11,HCl,HCl rep 2,21413,PN799,1,0,3476
BJ_11,HCl,HCl rep 2,21413,PN800,0,0,44598
BJ_11,HCl,HCl rep 2,21413,PN800,1,0,47059
BJ_11,HCl,HCl rep 2,21413,PN801,0,0,535
BJ_11,HCl,HCl rep 2,21413,PN801,1,0,761
BJ_11,HCl,HCl rep 2,21413,PN802,0,0,3366
BJ_11,HCl,HCl rep 2,21413,PN802,1,0,4233
BJ_11,HCl,HCl rep 2,21413,PN803,0,0,11058
BJ_11,HCl,HCl rep 2,21413,PN803,1,0,9610
BJ_11,HCl,HCl rep 2,21413,PN804,0,1,3175
BJ_11,HCl,HCl rep 2,21413,PN804,1,1,2452
BJ_11,HCl,HCl rep 2,21413,PN805,0,0,2355
BJ_11,HCl,HCl rep 2,21413,PN805,1,0,3271
BJ_11,HCl,HCl rep 2,21413,PN806,0,0,8856
BJ_11,HCl,HCl rep 2,21413,PN806,1,0,9898
BJ_11,HCl,HCl rep 2,21413,PN807,0,0,485
BJ_11,HCl,HCl rep 2,21413,PN807,1,0,763
BJ_11,HCl,HCl rep 2,21413,PN808,0,0,5722
BJ_11,HCl,HCl rep 2,21413,PN808,1,0,6540
BJ_11,HCl,HCl rep 2,21413,PN809,0,0,12566
BJ_11,HCl,HCl rep 2,21413,PN809,1,0,12953
BJ_11,HCl,HCl rep 2,21413,PN810,0,0,593
BJ_11,HCl,HCl rep 2,21413,PN810,1,0,555
BJ_11,HCl,HCl rep 2,21413,PN811,0,0,693
BJ_11,HCl,HCl rep 2,21413,PN811,1,0,830
BJ_11,HCl,HCl rep 2,21413,PN812,0,0,16025
BJ_11,HCl,HCl rep 2,21413,PN812,1,0,19516
BJ_11,HCl,HCl rep 2,21413,PN813,0,0,24210
BJ_11,HCl,HCl rep 2,21413,PN813,1,0,30564
BJ_11,HCl,HCl rep 2,21413,PN814,0,0,17338
BJ_11,HCl,HCl rep 2,21413,PN814,1,0,15625
BJ_11,HCl,HCl rep 2,21413,PN815,0,0,1298
BJ_11,HCl,HCl rep 2,21413,PN815,1,0,1141
BJ_11,HCl,HCl rep 2,21413,PN816,0,0,5939
BJ_11,HCl,HCl rep 2,21413,PN816,1,0,5916
BJ_11,HCl,HCl rep 2,21413,PN818,0,0,1290
BJ_11,HCl,HCl rep 2,21413,PN818,1,0,1262
BJ_11,HCl,HCl rep 2,21413,PN819,0,0,5590
BJ_11,HCl,HCl rep 2,21413,PN819,1,0,6574
BJ_11,HCl,HCl rep 2,21413,PN820,0,0,2930
BJ_11,HCl,HCl rep 2,21413,PN820,1,0,2795
BJ_11,HCl,HCl rep 2,21413,PN821,0,0,2329
BJ_11,HCl,HCl rep 2,21413,PN821,1,0,2989
BJ_11,HCl,HCl rep 2,21413,PN822,0,0,1566
BJ_11,HCl,HCl rep 2,21413,PN822,1,0,1368
BJ_11,HCl,HCl rep 2,21413,PN823,0,0,1315
BJ_11,HCl,HCl rep 2,21413,PN823,1,0,1526
BJ_11,HCl,HCl rep 2,21413,PN824,0,0,1125
BJ_11,HCl,HCl rep 2,21413,PN824,1,0,1439
BJ_11,HCl,HCl rep 2,21413,PN825,0,0,1926
BJ_11,HCl,HCl rep 2,21413,PN825,1,0,1661
BJ_11,HCl,HCl rep 2,21413,PN826,0,0,3454
BJ_11,HCl,HCl rep 2,21413,PN826,1,0,3945
BJ_11,HCl,HCl rep 2,21413,PN827,0,0,6415
BJ_11,HCl,HCl rep 2,21413,PN827,1,0,6102
BJ_11,HCl,HCl rep 2,21413,PN828,0,0,1984
